Submission ID,Respondent ID,Submitted at,Ваша основна зайнятість в ІТ зараз...,Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,Якою мовою ви написали свою першу програму?,Основна мова програмування,"Скільки років ви працюєте з мовою, яку обрали як основну?","Чи використовуєте ви інші мови програмування, крім основної?","Оберіть інші мови програмування, які також використовуєте на поточній посаді",Які мови програмування ви б обрали зараз для наступного комерційного проєкту?,Чи комітили ви у 2024 році в опенсорс проєкти?,Якими мовами програмування ви комітили в опенсорс проєкти у 2024 році?,Чи є у вас власні опенсорс проєкти?,Якими мовами написаний ваш опенсорс проєкт?,Чи плануєте ви наступного року вивчити ще одну мову програмування?,Яку мову програмування ви плануєте вивчити наступного року?,"Основні фреймворки, бібліотеки та платформи: розробка","Основні фреймворки, бібліотеки та платформи: QA","Основні фреймворки, бібліотеки та платформи: Робота з даними",Ви плануєте освоїти наступну мову,"Платформи, для яких розробляєте на поточному місці роботи","Оберіть напрям, у якому зараз працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,Загальний стаж роботи в ІТ,,,,,,,,,,,,,,,,,,,,,,,
AMeRok,Yk4kk0,2024-11-22 17:40:12,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,C,JavaScript,10 і більше років,Так,TypeScript,TypeScript,Ні,,Є,JavaScript,"Ні, наразі не маю таких планів",,"Angular / Angular.js,Express,Nest.js,Node.js",,,,Web,,4,12,,,,,,,,,,,,,,,,,,,,,,,
Y7l7MW,vKPK8D,2024-11-22 17:40:42,Працюю full-time,Middle,Other,Community Manager,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
VWOWDJ,lv6vpB,2024-11-22 17:42:35,Працюю full-time,Немає тайтлу,Other,Product Marketing Manager,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,
apqJP2,Qk7k08,2024-11-22 17:43:39,Працюю full-time,Junior,DS/ML/AI,Data Scientist,,Python,Python,Менше як 3 місяці,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,"NumPy, Pandas, SciPy",,Web,,0.1,6,,,,,,,,,,,,,,,,,,,,,,,
j8A8O4,Qk74V1,2024-11-22 17:45:35,Працюю full-time,Немає тайтлу,Other,Talent Acquisition Manager,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
KrKKzA,Qk74AY,2024-11-22 17:46:52,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,C# / .NET,4 роки,Так,JavaScript,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
k8BBGM,4zKOjA,2024-11-22 17:49:46,Працюю full-time,Senior,DevOps/SRE,DevOps Engineer,,Python,Python,5 років,Ні,,"Важко сказати, не знаю",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,
RqyyAP,Qk7491,2024-11-22 17:54:23,Працюю full-time,Senior,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,
77rrQ6,bvWz17,2024-11-22 17:54:44,Працюю full-time,Head,Other,Head of Product Design,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,
Eo77yA,Nd7P10,2024-11-22 17:55:59,Працюю full-time,Junior,Other,UI/UX Designer,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
N21ZWB,Xz4QKg,2024-11-22 17:57:19,Працюю full-time,Middle,Other,Talent Acquisition Manager,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,
GOAAVj,xvJz19,2024-11-22 17:58:30,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,TypeScript,3 роки,Так,"PHP, JavaScript",TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Node.js,Vue.js",,,,Web,,3,9,,,,,,,,,,,,,,,,,,,,,,,
JEv4Oo,Yk49NJ,2024-11-22 18:03:52,Працюю full-time,Senior,Other,BA (Business Analyst),,Python,SQL,Пів року,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,6,8,,,,,,,,,,,,,,,,,,,,,,,
o8LjzN,RkDrPp,2024-11-22 18:03:54,Втратив(-ла) роботу і шукаю нову,Middle,DevOps/SRE,DevOps Engineer,,Python,Python,2 роки,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
q81rAg,Yk4qyd,2024-11-22 18:09:20,Працюю full-time,Middle,Other,HR Manager / HR specialist,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
66ElP5,yzJ7B6,2024-11-22 18:14:37,Втратив(-ла) роботу і шукаю нову,Middle,SE,Software Engineer / Software Developer,,C# / .NET,C# / .NET,3 роки,Ні,,C# / .NET,Ні,,Немає,,Так,Python,,,,Самостійно,Mobile cross-platform,,3,3,,,,,,,,,,,,,,,,,,,,,,,
x85GNk,Pkzg11,2024-11-22 18:33:06,Працюю full-time,Middle,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
x85qGr,DM7bBZ,2024-11-22 18:35:39,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C++,PHP,6 років,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,Symfony,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
z85PRk,4zKdyd,2024-11-22 18:59:27,Працюю full-time,Head,Project Management,Head of Delivery,,,,,,,,,,,,,,,,,,,,1.5,13,,,,,,,,,,,,,,,,,,,,,,,
Eo7yMq,MMEyVY,2024-11-22 19:05:06,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,TypeScript,1 рік,Так,Python,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,Node.js,,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
b1Q017,kvN17r,2024-11-22 19:13:28,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,7 років,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Angular / Angular.js,Capacitor,Cordova",,,,Web,,10,13,,,,,,,,,,,,,,,,,,,,,,,
77rBx9,0aey56,2024-11-22 19:17:30,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C++,C++,4 роки,Ні,,Python,Ні,,Немає,,Так,Python,,,,Самостійно,Web,,4,8,,,,,,,,,,,,,,,,,,,,,,,
X6PK6z,Xz4kMP,2024-11-22 19:22:42,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Basic,1С,10 і більше років,Так,"SQL, Мови розробки БД (PL/SQL, Transact-SQL)",Go,Ні,,Немає,,Так,Go,,,,Самостійно,Desktop,,15,15,,,,,,,,,,,,,,,,,,,,,,,
o8LroN,7MNzY9,2024-11-22 19:28:26,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,TypeScript,7 років,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,Angular / Angular.js,,,,Web,,12,14,,,,,,,,,,,,,,,,,,,,,,,
DRG25j,B0xVL4,2024-11-22 19:30:48,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Assembler,Java,10 і більше років,Так,TypeScript,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring,Kafka,Mybatis",,,,Web,,12,15,,,,,,,,,,,,,,,,,,,,,,,
EoOklB,9M7gbK,2024-11-22 19:36:51,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,C,Kotlin,6 років,Так,Python,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,Android SDK (Native),,,,Mobile Android,,7,7,,,,,,,,,,,,,,,,,,,,,,,
BJR4JN,RkD61d,2024-11-22 19:37:08,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,Python,9 років,Так,"JavaScript, TypeScript, SQL",Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,"FastAPI,Django",,,,Web,,9,15,,,,,,,,,,,,,,,,,,,,,,,
BJR4A4,rvobJo,2024-11-22 19:41:27,Втратив(-ла) роботу і шукаю нову,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,
5aAXKM,Nd7vRN,2024-11-22 19:48:30,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,TypeScript,3 роки,Так,JavaScript,TypeScript,Ні,,Є,"Python, JavaScript","Ні, наразі не маю таких планів",,"Nuxt.js,Node.js,Vue.js",,,,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
66BDAP,0aezRy,2024-11-22 19:55:19,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,Python,C# / .NET,2 роки,Так,JavaScript,C# / .NET,Ні,,Немає,,Так,TypeScript,"ASP.NET,.NET,Vue.js",,,Самостійно,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
VW6poJ,dv9XJo,2024-11-22 19:59:12,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app",2,2,,,,,,,,,,,,,,,,,,,,,,,
v89GK8,9M7PDQ,2024-11-22 20:03:54,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,3 роки,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,Angular / Angular.js,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
g8oedO,0aeYNy,2024-11-22 20:10:04,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,10 і більше років,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Mobile cross-platform,,14,15,,,,,,,,,,,,,,,,,,,,,,,
EoO5Z2,1690VL,2024-11-22 20:18:20,Працюю full-time,Middle,QA,Automation QA / AQA,,Java,JavaScript,5 років,Так,TypeScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Cypress, Mocha, Playwright",,,Web,"web app,web api",6,9,,,,,,,,,,,,,,,,,,,,,,,
DR6RRX,bvWzZ2,2024-11-22 20:21:42,Працюю full-time,Senior,QA,Manual QA,,C# / .NET,C# / .NET,Пів року,Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,SpecFlow,,,Web,"windows desktop apps,embedded (electronics/automotive etc),Other",11,11,,,,,,,,,,,,,,,,,,,,,,,
JE4p7d,DM7Rpq,2024-11-22 20:33:01,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,7 років,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,7,7,,,,,,,,,,,,,,,,,,,,,,,
OxMWDp,pvD9gB,2024-11-22 20:36:18,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"android mobile app,ios mobile app,embedded (electronics/automotive etc)",7,10,,,,,,,,,,,,,,,,,,,,,,,
j8VlQ9,kvNBaZ,2024-11-22 20:53:03,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,3 роки,Так,"Python, JavaScript",TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Django,React",,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
8b49Ok,AyB0AW,2024-11-22 20:57:18,Працюю full-time,Senior,Other,UI/UX Designer,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,
ZbB2x5,DM76Ap,2024-11-22 21:01:52,Працюю full-time,Junior,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,
77k22Z,Ok7N0g,2024-11-22 21:10:30,Працюю full-time,Senior,Other,Procurement,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,,,
g8o4WK,5MZNKN,2024-11-22 22:03:27,Працюю full-time,Middle,Other,Product Marketing Manager,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,
9AKvop,7MNGoZ,2024-11-22 22:36:57,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api",5,5,,,,,,,,,,,,,,,,,,,,,,,
8bl84k,pvDakZ,2024-11-22 22:37:40,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,Python,TypeScript,3 роки,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,Vue.js,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
MjxJDp,4zK5D5,2024-11-22 22:44:38,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,2 роки,Ні,,Java,Так,Java,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring",,,,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
VW6MPv,yzJLr8,2024-11-22 22:44:48,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api,windows desktop apps",5,5,,,,,,,,,,,,,,,,,,,,,,,
L42JRz,ov2XMN,2024-11-22 22:58:10,Працюю full-time,Middle,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
l8EKyp,kvND61,2024-11-22 23:49:57,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,TypeScript,4 роки,Так,Ruby,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,Ruby on Rails",,,,Web,,12,12,,,,,,,,,,,,,,,,,,,,,,,
g8oY2M,vKP7gl,2024-11-22 23:55:41,Працюю full-time,Head,Other,Head of Engineering,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,
QNQvkG,27Kqxb,2024-11-22 23:58:33,Працюю full-time,CEO / C-level (Chief) / Director / VP,Other,Director of Engineering,,C++,Java,10 і більше років,Так,"JavaScript, Python",Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,1.5,15,,,,,,,,,,,,,,,,,,,,,,,
VW6v26,bvWBD1,2024-11-23 0:01:20,Працюю full-time,Architect,SE,Software Architect,,Basic,C# / .NET,10 і більше років,Так,"JavaScript, TypeScript, Мови розробки БД (PL/SQL, Transact-SQL), Python",C# / .NET,Ні,,Немає,,Так,Rust,,,,Самостійно,Web,,15,15,,,,,,,,,,,,,,,,,,,,,,,
l8EMqX,0aOrLN,2024-11-23 0:27:40,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,TypeScript,4 роки,Ні,,TypeScript,Ні,,Є,TypeScript,Так,Go,"Express,React,Node.js",,,Самостійно,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
EoONBo,7MxlEz,2024-11-23 0:48:54,Працюю part-time,Немає тайтлу,Agile Management,Scrum Master,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,
l8E97W,OkG4yA,2024-11-23 2:51:14,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,C# / .NET,7 років,Так,"JavaScript, SQL, Мови розробки БД (PL/SQL, Transact-SQL)",C# / .NET,Так,C# / .NET,Є,C# / .NET,"Ні, наразі не маю таких планів",,"ASP.NET,.NET",,,,Web,,8,8,,,,,,,,,,,,,,,,,,,,,,,
DRGLqp,5Mxdxd,2024-11-23 5:51:11,Працюю full-time,Senior,Project Management,Delivery Manager,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,
ZbB0lV,xvYdkk,2024-11-23 6:16:31,Працюю full-time,Senior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
GOPWRz,27P42b,2024-11-23 6:19:22,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,JavaScript,5 років,Так,"PHP, Elixir",,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Node.js,Vue.js",,,,Web,,11,11,,,,,,,,,,,,,,,,,,,,,,,
EoOyzr,DMz10j,2024-11-23 6:30:04,Працюю full-time,Junior,QA,Automation QA / AQA,,Python,Python,"1,5 року",Так,"JavaScript, Groovy",Python,Ні,,Немає,,Так,Go,,"JSON, PyTest, Cucumber",,Самостійно,Web,"web api,web app,embedded (electronics/automotive etc)",1,1.5,,,,,,,,,,,,,,,,,,,,,,,
Rq9XPK,zLYelR,2024-11-23 7:12:12,Працюю full-time,Middle,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
x8WkPy,B07ZzN,2024-11-23 7:30:27,Працюю full-time,Middle,QA,General QA,,Java,Java,"1,5 року",Так,Kotlin,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Appium, JUnit, Maven, Selenide/NSelen/Selen, TestNG",,,Mobile cross-platform,"android mobile app,ios mobile app",5,5,,,,,,,,,,,,,,,,,,,,,,,
egJZKe,jvPL89,2024-11-23 7:31:17,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,4 роки,Так,Python,Go,Ні,,Є,PHP,Так,Go,"Spring,JAX-RS",,,Самостійно,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
EoRzGA,pvOGl8,2024-11-23 7:39:40,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C,Kotlin,3 роки,Так,Java,Kotlin,Ні,,Немає,,"Ні, наразі не маю таких планів",,Spring,,,,Web,,3,5,,,,,,,,,,,,,,,,,,,,,,,
GOGvbo,Kk1LED,2024-11-23 7:40:08,Працюю full-time,Senior,QA,Automation QA / AQA,,Java,Python,2 роки,Так,TypeScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Appium, Playwright, Postman, PyTest",,,Smart TV,"web app,web api,android mobile app,Smart TV app",7,7,,,,,,,,,,,,,,,,,,,,,,,
r84Dp2,rvPdEv,2024-11-23 8:06:35,Працюю full-time,Senior,Analyst,Financial Analyst,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,
r84Dg2,bvd8ko,2024-11-23 8:12:26,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,1 рік,Ні,,JavaScript,Ні,,Немає,,Так,TypeScript,"Next.js,React,Node.js",,,Самостійно,Desktop,,1,1,,,,,,,,,,,,,,,,,,,,,,,
WaWJVa,jvP7G6,2024-11-23 8:13:30,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,PHP,3 роки,Так,"SQL, JavaScript",PHP,Ні,,Немає,,Так,JavaScript,Symfony,,,Самостійно,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
q8r517,EMWJ8q,2024-11-23 8:13:54,Працюю full-time,Middle,Analyst,Product Analyst,,C++,SQL,3 роки,Ні,,SQL,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
KrEzxg,5MxGDZ,2024-11-23 8:15:55,Працюю full-time,Senior,Product Management,Product Manager,,C,SQL,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,
L4rD21,OkGJ8A,2024-11-23 8:17:52,Працюю full-time,Lead/Team Lead,QA,Automation QA / AQA,,C,C# / .NET,6 років,Так,Python,Go,Ні,,Немає,,"Ні, наразі не маю таких планів",,,".NET, PyTest",,,Microcontrollers / Embedded / IoT,embedded (electronics/automotive etc),4,12,,,,,,,,,,,,,,,,,,,,,,,
x8qr6E,W1zMvP,2024-11-23 8:22:37,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Pascal,Dart,"1,5 року",Ні,,Dart,Так,Dart,Немає,,"Ні, наразі не маю таких планів",,Flutter,,,,Mobile cross-platform,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
BJyKJ1,zLYQ5M,2024-11-23 8:42:24,Працюю full-time,Senior,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,
PZxDoB,G5lBZk,2024-11-23 8:47:14,Працюю full-time,Lead/Team Lead,Other,Information security specialist,,Python,Python,3 роки,Так,C# / .NET,Python,Ні,,Немає,,Так,C# / .NET,,,,З допомогою колег,All,,15,6,,,,,,,,,,,,,,,,,,,,,,,
apL5xW,DMzXkj,2024-11-23 8:48:07,Втратив(-ла) роботу і шукаю нову,Senior,Other,Product Marketing Manager,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,
5a7jxP,8MxJqA,2024-11-23 8:49:20,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Delphi,TypeScript,3 роки,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
apL5GW,qvVYGk,2024-11-23 8:54:00,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Інша мова,Other,3 роки,Так,"Groovy, Other",,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
29Wa79,avdjGZ,2024-11-23 8:55:08,Працюю full-time,Middle,QA,Automation QA / AQA,,C++,C# / .NET,4 роки,Так,SQL,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,.NET,,,Web,"web app,android mobile app,ios mobile app",3,3,,,,,,,,,,,,,,,,,,,,,,,
KrE5JD,EMWBWL,2024-11-23 8:55:59,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Java,7 років,Так,"Python, Scala",Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Flink,Apache Spark,Hadoop",,,,Web,,1,7,,,,,,,,,,,,,,,,,,,,,,,
0q98PZ,7MxJA2,2024-11-23 9:04:03,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,
77AK2A,lvr08V,2024-11-23 9:06:33,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,TypeScript,2 роки,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Nest.js,React,Node.js",,,,Web,,8,10,,,,,,,,,,,,,,,,,,,,,,,
RqNoxj,rvP0b5,2024-11-23 9:06:42,Працюю full-time,Senior,Other,SysAdmin,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,
