"Timestamp","Якою мовою ви написали свою першу програму ?","Чи можете виділити одну мову програмування, якою ви користуєтеся найчастіше?","Якою мовою ви пишете для роботи зараз?","Frontend: які фреймворки використовуєте в роботі?","Frontend: які фреймворки використовуєте в роботі?  ","Backend: які фреймворки використовуєте в роботі?","Backend: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?"," Інші фреймворки/бібліотеки","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Фреймворки для Distributed computing","Distributed computing: інші фреймворки","Інші","Версія JVM","Улюблене IDE","Найважливі бібліотеки та фреймворки, котрі ви використовуєте (через кому)","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Обробка даних: які фреймворки використовуєте в роботі?","Чи використовуєте ви mypy?","Бібліотеки загального призначення","Улюблене IDE","Які відомі веб-фреймворки ви використовуєте?","Інші важливі бібліотеки, які використовуєте в роботі","Яку версію PHP  ви використовуєте ?","Улюблене  IDE","Якими мовами ви пишете для роботи зараз?","Які додаткові мови ви використовуєте для роботи?","Яку мову програмування ви б обрали зараз для наступного комерційного проєкту?","Чи є у вас проєкти з відкритим кодом?  Якщо є, то якими мовами?","Чи плануєте ви цього року вивчити ще одну мову програмування?","Якщо так, то що за мова це буде? ","Ви плануєте освоїти наступну мову","Ви працюєте здебільшого в царині:","Ваша платформа?","Скільки років ви працюєте в індустрії розробки ПЗ?","Скільки років ви працюєте з мовою, що вибрана вами в якості основної? ","Скільки вам років?","Ви живете зараз в Україні?","Чи брали ви участь у наших попередніх опитуваннях на цю ж тему?"
"2021/01/04 10:17:48 AM GMT+2","Pascal/Delphi","Так","TypeScript","React","","","","React Native","","","WebStorm","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","JavaScript;TypeScript","Так","Python","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","6","5","29","Так","Так"
"2021/01/04 10:17:51 AM GMT+2","C","Так","C#","","","","","","","","","","","","","","","",".Net Core, ASP.NET Core MVC","Rider","","","","","","","","","","","","","C#","JavaScript;C#","Ні","","","Бекенд програмування","","5","5","28","Так","Не пам'ятаю"
"2021/01/04 10:17:57 AM GMT+2","C#","Так","C#","","","","","","","","","","","","","","","","Asp.net, angular","Visual Studio, Visual Studio Code","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","C#","Ні","","","Web full stack","","4","4","33","Так","Не пам'ятаю"
"2021/01/04 10:17:59 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","","VS","","","","","","","","","","","","T-SQL","C#","","Ні","","Самостійно","Бекенд програмування","","4","5","24","Так","Так"
"2021/01/04 10:18:00 AM GMT+2","Basic","Так","Java","","","","","","","","","Spring","","","","","8.x","","","","","","","","","","","","","","","JavaScript;PL-SQL","Java","Java","Ні","","Самостійно","Бекенд програмування","","5","5","","Так","Не пам'ятаю"
"2021/01/04 10:18:02 AM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Flask","","pandas","Ні","airflow, faust, fastapi","jetbrains PyCharm","","","","","","sql","Python","","Ні","","","Обробка масивів даних","","9","1","38","Так","Так"
"2021/01/04 10:18:20 AM GMT+2","Basic","Так","C#","","","","","","","","","","","","","","","","","Visual studio","","","","","","","","","","","","T-SQL","C#","","Ні","","","Десктоп-розробка","","15","3","41","Так","Ні"
"2021/01/04 10:18:20 AM GMT+2","Basic","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","","7.x","PhpStorm","","JavaScript","PHP","","Так","TypeScript","Самостійно","Бекенд програмування","","5","5","37","Так","Так"
"2021/01/04 10:18:25 AM GMT+2","C#","Так","Java","","","","","","","","","Spring","","Kafka","","","11.x","IDEA","","","","","","","","","","","","","","JavaScript","Java","","Так","TypeScript","Самостійно","Бекенд програмування","","3","3","22","Так","Так"
"2021/01/04 10:18:30 AM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","< 5.x","PHPStorm","","JavaScript","PHP","JavaScript;PHP","Ні","","Самостійно","Бекенд програмування","","9","7","34","Так","Так"
"2021/01/04 10:18:30 AM GMT+2","Pascal/Delphi","Так","Kotlin","","","","","","","","","","","","","","","","Android, Flutter","Android Studio","","","","","","","","","","","","Dart","Dart","Kotlin","Так","Dart","Самостійно","Мобільна розробка","Android","5","2","23","Так","Так"
"2021/01/04 10:18:44 AM GMT+2","Basic","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","7.x","PHPStorm","","JavaScript","PHP","","Ні","","Самостійно","Бекенд програмування","","10","10","35","Так","Не пам'ятаю"
"2021/01/04 10:18:51 AM GMT+2","Pascal/Delphi","Так","TypeScript","Angular","","","","","","","PHPStorm","","","","","","","","","","","","","","","","","","","","","JavaScript;PHP","TypeScript","","Ні","","","Веб-фронтенд","","10","3","38","Так","Не пам'ятаю"
"2021/01/04 10:18:55 AM GMT+2","C++","Так","Java","","","","","","","","","Spring","","","","Hibernate","8.x","IDEA","","","","","","","","","","","","","","PL-SQL","Java","","Так","Julia","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","2","2","24","Так","Не пам'ятаю"
"2021/01/04 10:19:05 AM GMT+2","Pascal/Delphi","Так","JavaScript","","","","","","","Cypress.io","Microsoft ","","","","","","","","","","","","","","","","","","","","","JavaScript","JavaScript","","Ні","",""," Автоматизация тестирования ","","6","0.5","33","Так","Ні"
"2021/01/04 10:19:11 AM GMT+2","Java","Так","JavaScript","React","","","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","","JavaScript","","Ні","","","Веб-фронтенд","","2","2","32","Так","Не пам'ятаю"
"2021/01/04 10:19:13 AM GMT+2","Pascal/Delphi","Так","C","","","","","","","","","","","","","","","","","Keil","","","","","","","","","","","","C#","C","C","Ні","JavaScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Мікропроцесорне програмування","","15","5","35","Так","Ні"
"2021/01/04 10:19:18 AM GMT+2","Pascal/Delphi","Так","C++","","","","","","","","","","","","","","","","Boost, Gtest","CLion","","","","","","","","","","","","Python","","","Ні","","","Системне програмування","","4","1","30","Так","Не пам'ятаю"
"2021/01/04 10:19:26 AM GMT+2","JavaScript","Так","JavaScript","React;jQuery","","Express","","React Native","","","VS Code","","","","","","","","","","","","","","","","","","","","","PHP","JavaScript","","Так","Dart","Самостійно","Веб-фронтенд","","8","4","31","Так","Не пам'ятаю"
"2021/01/04 10:19:27 AM GMT+2","Fortran-IV","Так","JavaScript","","","","Hapi.js","","","Axios, Boom, Joi, Moment","VSCode","","","","","","","","","","","","","","","","","","","","","Pascal/Delphi;T-SQL;Erlang","JavaScript","","Так","TypeScript","Самостійно","Бекенд програмування","","24","","60","Так","Не пам'ятаю"
"2021/01/04 10:19:40 AM GMT+2","Fortran","Так","Matlab","","","","","","","","","","","","","","","","Optimization toolbox, Simulink, Control systems toolbox, Communication toolbox","","","","","","","","","","","","","Python","Matlab","C++","Так","","За допомогою колег","IoT","","20","15","50","Так","Ні"
"2021/01/04 10:19:42 AM GMT+2","Basic","Так","C#","","","","","","","","","","","","","","","","","Jetbrains Rider","","","","","","","","","","","","JavaScript;T-SQL","C#","JavaScript;C#","Так","TypeScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","15","15","37","Так","Ні"
"2021/01/04 10:19:44 AM GMT+2","Pascal/Delphi","Так","Ruby","","","","","","","","","","","","","","","","Ruby on Rails","Sublime","","","","","","","","","","","","JavaScript","Ruby","","Ні","","","Бекенд програмування","","8","7","35","Так","Так"
"2021/01/04 10:19:46 AM GMT+2","Python","Так","Python","","","","","","","","","","","","","","","","","","Django;Flask","","Keras;PyTorch;TensorFlow;NumPy;pandas","Ні","","","","","","","","","Python","Python","Ні","","Самостійно","Обробка масивів даних","","1","2","21","Так","Не пам'ятаю"
"2021/01/04 10:19:52 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","EPPlus, Json.NET","Visual Studio","","","","","","","","","","","","T-SQL","Java","","Так","TypeScript","Самостійно","Обробка масивів даних","","12","8","32","Так","Не пам'ятаю"
"2021/01/04 10:20:00 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","nuwber/rabbitevents, predis/predis, tymon/jwt-auth","7.x","PhpStorm","","JavaScript","PHP","PHP","Ні","","Самостійно","Бекенд програмування","","2.5","2.5","33","Так","Так"
"2021/01/04 10:20:01 AM GMT+2","VisualBasic","Так","TypeScript","Angular","","NestJS","","Ionic","","RxJS, LoDash","VS Code","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","TypeScript","Так","Go","Самостійно","Веб-фронтенд","","5","2","33","Так","Так"
"2021/01/04 10:20:10 AM GMT+2","Python","Так","Java","","","","","","","","","Spring","","Kafka;Spark","","","11.x","IntelliJ idea","","","","","","","","","","","","","","","Java","","Так","TypeScript","Самостійно","Бекенд програмування","","12","5","34","Так","Не пам'ятаю"
"2021/01/04 10:20:12 AM GMT+2","C++","Так","Ruby","","","","","","","","","","","","","","","","","IntellyJ Idea","","","","","","","","","","","","JavaScript;TypeScript;Go","Ruby","","Ні","","Самостійно","Бекенд програмування","","8","4","32","Так","Так"
"2021/01/04 10:20:15 AM GMT+2","Pascal/Delphi","Так","Go","","","","","","","","","","","","","","","","","Visual Studio Code ","","","","","","","","","","","","Python;C","Go","Go;C","Ні","","","Бекенд програмування","","12","5","33","Так","Так"
"2021/01/04 10:20:15 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","WPF, .Net framework, Telerik UI for WPF, Prism","Visual Studio","","","","","","","","","","","","C++","C#","","Ні","","","Десктоп-розробка","","3","2","25","Так","Не пам'ятаю"
"2021/01/04 10:20:33 AM GMT+2","Python","Так","Python","","","","","","","","","","","","","","","","","","Flask","Aiohttp","pandas","Ні","Celery, asyncio","Vscode","","","","","","","Python","","Ні","","","Бекенд програмування","","2","2","31","Так","Ні"
"2021/01/04 10:20:36 AM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","","aiohttp","pandas","Ні","","vim","","","","","","JavaScript;Rust","Python","","Так","Rust","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","8","6","32","Так","Так"
"2021/01/04 10:20:55 AM GMT+2","Python","Так","Ruby","","","","","","","","","","","","","","","","rails, react, phenix","rubymine","","","","","","","","","","","","JavaScript;elixir","Ruby","JavaScript;Ruby","Так","Go","Самостійно","Бекенд програмування","","5","5","26","Так","Так"
"2021/01/04 10:21:08 AM GMT+2","Pascal/Delphi","Так","Pascal/Delphi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Java;PHP;C++;Kotlin;T-SQL;PL-SQL","Java","Pascal/Delphi","Так","Kotlin","За допомогою колег","Бекенд програмування","","30","30","52","Так","Не пам'ятаю"
"2021/01/04 10:21:22 AM GMT+2","Basic","Так","Java","","","","","","","","","Spring;Vert.x;Vaadin","","Kafka","","","8.x","Idea","","","","","","","","","","","","","","JavaScript;Java;T-SQL;PL-SQL;Groovy","Java","Java","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","20","15","47","Так","Ні"
"2021/01/04 10:21:35 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Symfony","","7.x","Phpstorm","","JavaScript","PHP","","Ні","","","Бекенд програмування","","6","6","31","Так","Ні"
"2021/01/04 10:21:43 AM GMT+2","Basic","Так","JavaScript","Angular;React;jQuery","","Express","","React Native;Electron","","","Visual Studio","","","","","","","","","","","","","","","","","","","","","JavaScript;Java;C#;Python;TypeScript;Kotlin;T-SQL","JavaScript","","Ні","","Самостійно","Бекенд програмування","","5","5","34","Так","Ні"
