Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/5/2017 8:23:31,PHP,Да,JavaScript,,"JavaScript, Ruby",JavaScript,"JavaScript, PHP, Ruby",Да,Ruby,Книги и документацию,3,3,28,Да,Да
1/5/2017 8:23:40,PHP,Да,JavaScript,,JavaScript,JavaScript,,Нет,,Онлайн-курсы,5,10+,26,Да,Нет
1/5/2017 8:23:41,C++,Да,Python,,"JavaScript, Python",Python,"Python, Go, CoffeeScript",,Go,Книги и документацию,2,1,20,Да,Да
1/5/2017 8:23:51,Pascal/Delphi,Да,PHP,,JavaScript,JavaScript,"JavaScript, PHP",Да,JavaScript,Книги и документацию,4,4,,Да,Не помню
1/5/2017 8:23:52,Python,Да,JavaScript,,C#,C#,JavaScript,Да,Objective-C,Онлайн-курсы,1,1,29,Да,Нет
1/5/2017 8:24:01,Basic,Да,Java,,Scala,Scala,Java,Да,Scala,Книги и документацию,6,3,36,Да,Да
1/5/2017 8:24:08,C,Да,T-SQL,,,T-SQL,,Да,JavaScript,Онлайн-курсы,8,7,30,Да,Да
1/5/2017 8:24:11,Python,Да,Java,,"JavaScript, PL-SQL",Scala,"Java, Scala",Да,Scala,Книги и документацию,2,2,26,Да,Нет
1/5/2017 8:24:30,Pascal/Delphi,Да,1C,,1C,1C,1C,Да,Python,Офлайн-курсы,9,9,30,Да,Да
1/5/2017 8:24:39,Pascal/Delphi,Да,C#,,JavaScript,C#,"C#, JavaScript",Да,Ruby,Книги и документацию,<1,<1,31,Да,Нет
1/5/2017 8:24:39,Pascal/Delphi,Да,Java,,"Java, JavaScript, Scala",Java,Java,Нет,Scala,Книги и документацию,2,2,23,Да,Да
1/5/2017 8:24:40,PHP,Да,PHP,,"Java, JavaScript",PHP,"JavaScript, PHP",Да,Java,Онлайн-курсы,2,2,36,Нет,Нет
1/5/2017 8:24:42,Pascal/Delphi,Да,Python,,"JavaScript, C++, C",Python,"Python, C++",Да,JavaScript,Онлайн-курсы,1,1,19,Да,Нет
1/5/2017 8:24:43,Java,Да,Java,,Java,Clojure,"Java, Clojure",Да,Clojure,Книги и документацию,4,4,34,Да,Не помню
1/5/2017 8:24:52,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Да,Clojure,Онлайн-курсы,9,<1,31,Да,Не помню
1/5/2017 8:24:52,C++,Да,ActionScript,,JavaScript,C#,"C#, JavaScript",Нет,,,7,7,,Да,Нет
1/5/2017 8:24:54,Java,Да,Swift,,Pascal/Delphi,Pascal/Delphi,Swift,Нет,,Онлайн-курсы,1,1,23,Да,Нет
1/5/2017 8:24:55,Pascal/Delphi,Да,ActionScript,,C#,C#,"C#, ActionScript",Да,C#,Книги и документацию,2,4,30,Да,Нет
1/5/2017 8:24:57,Pascal/Delphi,Да,PHP,,"JavaScript, PHP",PHP,PHP,Нет,,,8,8,28,Да,Да
1/5/2017 8:25:02,C++,Да,C#,,"JavaScript, T-SQL",C#,,Нет,,Книги и документацию,6,6,29,Да,Не помню
1/5/2017 8:25:08,PHP,Нет,JavaScript,,"JavaScript, PHP",JavaScript,"JavaScript, PHP",Нет,,Книги и документацию,2,1,26,Да,Нет
1/5/2017 8:25:16,Pascal/Delphi,Да,Pascal/Delphi,,C++,Pascal/Delphi,Pascal/Delphi,Нет,,Книги и документацию,10+,10+,36,Да,Нет
1/5/2017 8:25:24,Pascal/Delphi,Да,PHP,,JavaScript,PHP,,Нет,,Книги и документацию,5,5,26,Да,Не помню
1/5/2017 8:25:41,Pascal/Delphi,Да,Java,,"JavaScript, PL-SQL, Unix Shell",Java,Java,Да,Scala,Книги и документацию,1,1,30,Да,Нет
1/5/2017 8:25:42,Basic,Да,C++,,"C, Perl, Unix Shell",C++,,Нет,,Книги и документацию,7,3,36,Да,Да
1/5/2017 8:25:46,Java,Да,Java,,Java,Java,"Java, JavaScript",Да,Go,Онлайн-курсы,1,1,23,Да,Нет
1/5/2017 8:25:47,C,Да,Ruby,,"JavaScript, Unix Shell",Go,JavaScript,Да,Java,Книги и документацию,4,2,,Да,Нет
1/5/2017 8:25:52,C++,Да,Java,,JavaScript,Scala,Scala,Да,Go,Книги и документацию,10+,10+,,Нет,Да
1/5/2017 8:25:53,Pascal/Delphi,Да,Objective-C,,Java,Objective-C,,Да,Swift,Книги и документацию,1,1,21,Да,Нет
1/5/2017 8:25:59,Pascal/Delphi,Да,Java,,не использую,Swift,Java,Да,Swift,Книги и документацию,2,3,23,Да,Да
1/5/2017 8:25:59,Pascal/Delphi,Да,Ruby,,JavaScript,Ruby,"JavaScript, Ruby, Scala, Go, Clojure",Да,Scala,Книги и документацию,4,2,27,Да,Нет
1/5/2017 8:26:05,Pascal/Delphi,Да,Pascal/Delphi,,"C#, Pascal/Delphi",C#,"C#, Pascal/Delphi",Да,C#,Онлайн-курсы,10+,10+,36,Да,Нет
1/5/2017 8:26:08,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, JavaScript",Нет,,Онлайн-курсы,1,1,28,Да,Не помню
1/5/2017 8:26:13,C#,Да,JavaScript,,"C#, T-SQL",C#,,Нет,JavaScript,Книги и документацию,2,<1,26,Да,Нет
1/5/2017 8:26:14,JavaScript,Да,JavaScript,,,JavaScript,,Нет,,Онлайн-курсы,4,4,24,Да,Да
1/5/2017 8:26:15,Pascal/Delphi,Нет,C#,,"Python, Pascal/Delphi, R",C#,C#,Нет,C#,Онлайн-курсы,<1,<1,29,Да,Нет
1/5/2017 8:26:18,C++,Да,PHP,,JavaScript,PHP,PHP,Нет,,Книги и документацию,4,3,23,Да,Нет
1/5/2017 8:26:21,Pascal/Delphi,Да,Go,,,Go,"JavaScript, Go",Да,JavaScript,Книги и документацию,1,1,22,Да,Да
1/5/2017 8:26:24,Basic,Да,Java,,Groovy,Java,Java,Нет,,,7,7,30,Нет,Да
1/5/2017 8:26:25,Java,Да,Python,,Unix Shell,Python,Python,Да,Go,Книги и документацию,5,3,29,Да,Да
1/5/2017 8:26:25,C,Да,Scala,,"Java, Python, R, Go",Scala,"PHP, Scala",Да,Go,Онлайн-курсы,10+,1,30,Да,Не помню
1/5/2017 8:26:27,JavaScript,Да,JavaScript,,PHP,JavaScript,Нет,Да,JavaScript,Офлайн-курсы,2,<1,28,Да,Не помню
1/5/2017 8:26:32,AutoIt,Да,Java,,"Java, JavaScript",Scala,"Java, Scala",Да,Scala,Книги и документацию,3,3,22,Да,Да
1/5/2017 8:26:33,JavaScript,Да,Java,,,Java,Java,Да,Java,Онлайн-курсы,3,1,27,Да,Нет
1/5/2017 8:26:34,C++,Да,C++,,Java,C++,"C++, Go",Да,Swift,Книги и документацию,3,3,25,Да,Не помню
1/5/2017 8:26:41,Pascal/Delphi,Да,T-SQL,,"C#, JavaScript",JavaScript,"C#, JavaScript",Да,Go,Книги и документацию,5,4,28,Да,Нет
1/5/2017 8:26:41,Basic,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP, Python",Нет,,Книги и документацию,2,1,35,Нет,Нет
1/5/2017 8:26:42,Pascal/Delphi,Да,Java,,Swift,Kotlin,Java,Да,,Книги и документацию,1,1,23,Да,Нет
1/5/2017 8:26:45,Basic,Да,C#,,JavaScript,C#,C#,Да,JavaScript,Книги и документацию,9,9,32,Да,Да
1/5/2017 8:26:49,Pascal/Delphi,Да,Java,,"Java, JavaScript, Ruby, Unix Shell",Java,"Java, JavaScript",Да,JavaScript,Книги и документацию,6,6,28,Да,Нет
1/5/2017 8:27:20,C,Да,JavaScript,,"Ruby, Go",JavaScript,"JavaScript, Go",Да,Python,Онлайн-курсы,3,2,28,Да,Да
1/5/2017 8:27:21,C++,Да,Java,,Scala,Swift,Java,Да,Swift,Онлайн-курсы,4,3,25,Да,Нет
1/5/2017 8:27:23,Basic,Да,Swift,,,Swift,,Да,Python,Книги и документацию,10+,3,31,Нет,Да
1/5/2017 8:27:54,Pascal/Delphi,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP, Pascal/Delphi",Да,Python,Книги и документацию,,5,34,Да,Да
1/5/2017 8:27:57,Basic,Да,C#,,"JavaScript, Python, C++, Perl",C#,C#,Да,Swift,Книги и документацию,8,5,29,Да,Не помню
1/5/2017 8:28:10,C,Нет,Swift,,"Objective-C, C",Objective-C,,Нет,,Книги и документацию,5,1,28,Да,Не помню
1/5/2017 8:28:12,C++,Да,Java,,JavaScript,Java,Java,Нет,,Книги и документацию,1,1,27,Да,Нет
1/5/2017 8:28:14,C#,Да,C#,,JavaScript,C#,"C#, JavaScript",Нет,,Книги и документацию,1,2,21,Да,Нет
1/5/2017 8:28:21,Basic,Да,JavaScript,,"Python, Unix Shell",JavaScript,"JavaScript, Python",Да,Go,Книги и документацию,1,1,19,Да,Нет
1/5/2017 8:28:33,C,Да,C#,,Unix Shell,Java,"C#, T-SQL",Нет,,Книги и документацию,8,2,29,Да,Да
1/5/2017 8:28:38,Fortran,Да,Java,,,Java,Java,Нет,,Офлайн-курсы,1,1,26,Да,Нет
1/5/2017 8:28:40,C,Да,Java,,"JavaScript, PL-SQL",Java,Java,Да,JavaScript,Книги и документацию,4,4,23,Да,Да
1/5/2017 8:28:48,C++,Да,Java,,JavaScript,Java,Java,Да,JavaScript,Книги и документацию,1,1,20,Да,Нет
1/5/2017 8:28:50,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Да,Go,Книги и документацию,2,2,26,Да,Да
1/5/2017 8:28:52,Pascal/Delphi,Нет,C++,,"C#, Python, T-SQL, R, SAS",C#,"C#, C++, T-SQL, SAS",Да,Python,Онлайн-курсы,2,5,21,Да,Нет
1/5/2017 8:28:54,Pascal/Delphi,Да,PHP,,JavaScript,Python,"JavaScript, PHP",Да,Python,Книги и документацию,2,2,24,Да,Нет
1/5/2017 8:29:15,Java,Да,C#,,,C#,,Да,C#,Офлайн-курсы,<1,<1,24,Да,Не помню
1/5/2017 8:29:17,Pascal/Delphi,Да,Java,,,Java,Java,Да,Scala,Книги и документацию,4,4,23,Да,Не помню
1/5/2017 8:29:31,PHP,Да,PHP,,Python,PHP,,Нет,,Книги и документацию,5,5,30,Да,Нет
1/5/2017 8:29:33,Basic,Нет,C#,,"Java, JavaScript",C#,,Нет,,Книги и документацию,10+,7,35,Да,Нет
1/5/2017 8:29:37,Pascal/Delphi,Да,Java,,Scala,Java,"Java, JavaScript, Scala",Да,Python,Книги и документацию,2,2,21,Да,Да
1/5/2017 8:29:38,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,3,3,25,Да,Да
1/5/2017 8:29:39,Basic,Да,C#,,ActionScript,C#,C#,Нет,,Книги и документацию,10+,,42,Да,Да
1/5/2017 8:29:39,Basic,Да,C#,,"JavaScript, PL-SQL, T-SQL",C#,"C#, JavaScript, PL-SQL, T-SQL",Нет,Go,Книги и документацию,10+,7,34,Да,Не помню
1/5/2017 8:29:45,Basic,Да,C,,"Java, Python, Go",Go,,Нет,,Онлайн-курсы,10+,6,32,Да,Да
1/5/2017 8:29:45,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,"JavaScript, PHP",Нет,,Онлайн-курсы,,,29,Нет,Нет
1/5/2017 8:29:49,Pascal/Delphi,Да,Java,,"Scala, Kotlin",Scala,"Java, Kotlin",Нет,,Книги и документацию,5,4,26,Да,Не помню
1/5/2017 8:29:50,Basic,Да,C++,,"Python, C, GLSL",C++,"Python, C++, C",Да,Rust,Книги и документацию,9,10+,31,Да,Нет
1/5/2017 8:30:04,Basic,Да,C#,,JavaScript,C#,C#,Да,Haskell,Книги и документацию,10+,8,34,Нет,Не помню
1/5/2017 8:30:09,Pascal/Delphi,Нет,JavaScript,,"JavaScript, Python, R",Python,"Python, R",Да,Go,Книги и документацию,7,5,30,Да,Не помню
1/5/2017 8:30:12,C++,Да,C#,,"JavaScript, T-SQL",JavaScript,,Да,JavaScript,Онлайн-курсы,3,3,25,Да,Не помню
1/5/2017 8:30:16,C++,Да,Java,,"JavaScript, T-SQL, SQL",Java,Java,Да,Scala,Онлайн-курсы,7,<1,28,Да,Нет
1/5/2017 8:30:30,Basic,Да,JavaScript,,"Python, Go",JavaScript,"JavaScript, Go",Да,JavaScript,Книги и документацию,10+,1,33,Да,Да
1/5/2017 8:30:53,Basic,Да,C,,"Java, C#, Python, C++, C",C++,"C#, C++",Да,Scala,Книги и документацию,10+,10+,36,Да,Нет
1/5/2017 8:30:55,C,Да,Swift,,"Ruby, Objective-C, Swift",Swift,Swift,Да,JavaScript,Книги и документацию,<1,<1,21,Да,Нет
1/5/2017 8:30:56,Python,Да,Objective-C,,Swift,Swift,Swift,Нет,,Книги и документацию,<1,<1,,,Нет
1/5/2017 8:30:57,Pascal/Delphi,Да,T-SQL,,"Ruby, PL-SQL, T-SQL, R",R,T-SQL,Да,Ruby,Онлайн-курсы,4,4,25,Да,Нет
1/5/2017 8:30:58,C,Да,JavaScript,,"JavaScript, PHP",JavaScript,JavaScript,Да,PHP,Офлайн-курсы,1,<1,22,Да,Нет
1/5/2017 8:31:05,C++,Да,C++,,Java,C++,C++,Да,Java,Книги и документацию,<1,2,19,Да,Нет
1/5/2017 8:31:06,Pascal/Delphi,Да,C#,,"Java, JavaScript, PL-SQL, T-SQL",Java,"Java, C#, Python, C++, Pascal/Delphi",Да,Go,Онлайн-курсы,<1,<1,21,Да,Нет
1/5/2017 8:31:09,Basic,Да,Ruby,,JavaScript,Ruby,Ruby,Да,Haskell,Книги и документацию,3,3,26,Да,Да
1/5/2017 8:31:12,Pascal/Delphi,Да,JavaScript,,Unix Shell,JavaScript,"JavaScript, Elixir",Да,Haskell,Книги и документацию,2,2,21,Да,Нет
1/5/2017 8:31:23,Basic,Да,C#,,"JavaScript, T-SQL",C#,C#,Да,Python,Онлайн-курсы,1,1,27,Да,Да
1/5/2017 8:31:29,Basic,Да,1C,,"Java, JavaScript, PHP, C++",Java,JavaScript,Да,Python,Книги и документацию,<1,<1,34,Да,Нет
1/5/2017 8:31:36,C,Да,Java,,Unix Shell,Java,"Java, JavaScript, PHP",Да,Python,Книги и документацию,,9,32,Нет,Да
1/5/2017 8:31:40,C#,Да,C#,,"JavaScript, Python, C++",C#,"C#, Python, C++",Нет,,Книги и документацию,<1,<1,20,Да,Нет
1/5/2017 8:31:41,PHP,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Нет,,Книги и документацию,6,6,30,Да,Нет
1/5/2017 8:31:41,Pascal/Delphi,Да,C#,,T-SQL,C#,C#,Да,JavaScript,Книги и документацию,1,1,24,Да,Не помню
1/5/2017 8:31:46,Pascal/Delphi,Да,JavaScript,,"Java, Ruby",Objective-C,"JavaScript, Ruby",Да,Objective-C,Книги и документацию,6,1,32,Да,Нет
1/5/2017 8:31:50,Java,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,6,6,28,Да,Не помню
1/5/2017 8:31:53,C,Да,C++,,"Java, C",C++,C++,Да,C#,Книги и документацию,1,2,34,Да,Нет
1/5/2017 8:32:00,Basic,Да,PL-SQL,,Java,Java,Pascal/Delphi,Да,JavaScript,Книги и документацию,5,10+,40,Да,Да
1/5/2017 8:32:06,Pascal/Delphi,Да,Java,,,Java,Java,Нет,,,10+,10+,36,Да,Нет
1/5/2017 8:32:08,1C,Да,1C,,Objective-C,Objective-C,"Objective-C, 1C",Да,Objective-C,Онлайн-курсы,10+,10+,1043,Да,Нет
1/5/2017 8:32:17,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,C#,Нет,Python,Книги и документацию,2,2,22,Да,Да
1/5/2017 8:32:20,Pascal/Delphi,Да,Python,,JavaScript,Python,Python,Да,JavaScript,Онлайн-курсы,2,2,23,Да,Не помню
1/5/2017 8:32:25,Pascal/Delphi,Да,Java,,"C#, PL-SQL",Java,Java,Нет,,Онлайн-курсы,<1,1,21,Да,Нет
1/5/2017 8:32:26,Pascal/Delphi,Да,VBA,,,Python,,Да,PL-SQL,Онлайн-курсы,<1,1,34,Да,Нет
1/5/2017 8:32:33,Basic,Да,PHP,,"Java, JavaScript, 1C, Unix Shell",PHP,"JavaScript, PHP",Да,Python,Книги и документацию,10+,10+,31,Да,Да
1/5/2017 8:32:33,Pascal/Delphi,Да,Ruby,,"Java, Elixir",Elixir,"Ruby, Elixir",Да,Swift,Книги и документацию,8,4,26,Да,Не помню
1/5/2017 8:32:39,Basic,Да,C#,,"Java, JavaScript, C++, PL-SQL, T-SQL",C#,"C#, C++",Нет,,,10+,10+,49,Да,Нет
1/5/2017 8:32:41,Pascal/Delphi,Да,PHP,,"JavaScript, Python",C#,"JavaScript, PHP, Python",Да,JavaScript,Книги и документацию,1,<1,20,Да,Нет
1/5/2017 8:32:46,C++,Нет,C++,,C#,C#,C++,Да,C#,Книги и документацию,<1,<1,18,Да,Нет
1/5/2017 8:32:51,Basic,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Go,Онлайн-курсы,5,3,30,Да,Нет
1/5/2017 8:32:51,Pascal/Delphi,Да,PHP,,"JavaScript, Unix Shell",PHP,,Нет,Swift,Офлайн-курсы,8,8,28,Да,Не помню
1/5/2017 8:32:56,Apex,Да,Apex,,JavaScript,Java,"Java, JavaScript, PHP",Да,JavaScript,Книги и документацию,2,2,22,Да,Да
1/5/2017 8:33:03,C#,Да,C#,,"JavaScript, Perl",C#,"C#, JavaScript, Perl",Да,,Онлайн-курсы,3,3,26,Да,Нет
1/5/2017 8:33:06,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,3,3,26,Да,Да
1/5/2017 8:33:11,Pascal/Delphi,Да,Java,,"JavaScript, Unix Shell",Java,Scala,Да,Scala,Книги и документацию,5,5,28,Да,Не помню
1/5/2017 8:33:14,PHP,Да,JavaScript,,,Java,,Да,Java,Книги и документацию,2,5,30,Нет,Нет
1/5/2017 8:33:16,Pascal/Delphi,Да,JavaScript,,Unix Shell,TypeScript,JavaScript,Нет,,Книги и документацию,5,4,25,Да,Да
1/5/2017 8:33:26,PHP,Да,TypeScript,,JavaScript,Go,"JavaScript, Go",Нет,,,3,2,26,Да,Да
1/5/2017 8:33:28,Pascal/Delphi,Да,PL-SQL,,Python,PL-SQL,"Java, Python, PL-SQL, R",Нет,Java,Онлайн-курсы,2,<1,21,Да,Нет
1/5/2017 8:33:33,Pascal/Delphi,Да,T-SQL,,C#,T-SQL,"C#, T-SQL",Да,,Книги и документацию,10+,10+,36,Нет,Да
1/5/2017 8:33:38,Basic,Да,Python,,,Python,Python,Да,JavaScript,Онлайн-курсы,1,1,44,Да,Да
1/5/2017 8:33:41,Basic,Да,Java,,"JavaScript, Python, C, Unix Shell",Java,"Java, C",Нет,,Книги и документацию,10+,10+,32,Да,Нет
1/5/2017 8:33:50,PHP,Да,C#,,"JavaScript, T-SQL, Typescript, Powershell, cmd",C#,"C#, JavaScript, PHP",Нет,,Онлайн-курсы,9,9,30,Нет,Не помню
1/5/2017 8:33:57,Fortran,Да,C#,,"JavaScript, C",Swift,C#,Да,Swift,Книги и документацию,2,2,49,Нет,Нет
1/5/2017 8:34:10,C++,Да,C++,,Java,C#,C#,Да,Java,Книги и документацию,<1,1,,Да,Нет
1/5/2017 8:34:26,Java,Да,Java,,"C#, Python, Kotlin",Kotlin,"Java, Kotlin",Да,Java,Онлайн-курсы,5,5,24,Да,Да
1/5/2017 8:34:29,JavaScript,Да,JavaScript,,PHP,JavaScript,JavaScript,Нет,,Книги и документацию,,1,27,Да,Нет
1/5/2017 8:34:34,Basic,Да,JavaScript,,Unix Shell,"Elm, OCalm","JavaScript, Elm",Да,,Книги и документацию,10+,10+,30,Да,Да
1/5/2017 8:34:37,Pascal/Delphi,Да,Python,,JavaScript,JavaScript,Python,Да,Ruby,Книги и документацию,5,3,26,Да,Да
1/5/2017 8:34:38,Basic,Да,C#,,"Java, JavaScript",C#,,Да,JavaScript,Книги и документацию,3,3,32,Да,Да
1/5/2017 8:34:42,Pascal/Delphi,Да,C#,,JavaScript,C#,"C#, JavaScript",Нет,,,4,4,27,Да,Нет
1/5/2017 8:34:46,Pascal/Delphi,Да,Java,,JavaScript,JavaScript,"Java, JavaScript, Python",Да,JavaScript,Онлайн-курсы,2,2,22,Нет,Да
1/5/2017 8:34:49,Pascal/Delphi,Да,PHP,,"JavaScript, Python",PHP,"PHP, Python, Pascal/Delphi",Да,Python,Книги и документацию,5,5,36,Да,Нет
1/5/2017 8:34:57,C++,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, T-SQL",Нет,,Онлайн-курсы,3,3,23,Да,Нет
1/5/2017 8:35:00,Pascal/Delphi,Да,Java,,"JavaScript, Python",Java,,Да,Go,Книги и документацию,7,6,26,Да,Да
1/5/2017 8:35:16,Pascal/Delphi,Да,Java,,"JavaScript, PL-SQL, Unix Shell",Java,"Java, JavaScript",Нет,,Книги и документацию,5,2,25,Да,Нет
1/5/2017 8:35:17,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"Java, C#, JavaScript, PL-SQL, Pascal/Delphi, T-SQL, ActionScript",Да,JavaScript,Книги и документацию,5,4,30,Да,Не помню
1/5/2017 8:35:13,Basic,Да,Ruby,,"JavaScript, PL-SQL, Unix Shell",Ruby,,Нет,,,10+,7,35,Нет,Не помню
1/5/2017 8:35:27,Pascal/Delphi,Да,PowerShell,,"Python, Ruby",Python,,Нет,,Онлайн-курсы,8,3,29,Да,Да
1/5/2017 8:35:23,PL/SQL,Да,PL-SQL,,Unix Shell,T-SQL,,Да,JavaScript,Книги и документацию,8,7,33,Да,Да
1/5/2017 8:35:30,C++,Да,Pascal/Delphi,,Python,Pascal/Delphi,Pascal/Delphi,Да,,Книги и документацию,9,8,33,Да,Не помню
1/5/2017 8:35:39,C#,Да,C#,,C++,C#,"C#, JavaScript, C++",Нет,,Книги и документацию,4,4,28,Да,Не помню
1/5/2017 8:35:47,Basic,Да,Clojure,,Java,Haskell,Haskell,Да,Haskell,Книги и документацию,10+,4,35,Да,Да
1/5/2017 8:35:49,Basic,Да,C#,,JavaScript,C#,,Да,Go,Книги и документацию,4,4,24,Да,Да
1/5/2017 8:35:51,Java,Да,Java,,,Java,Java,Да,Swift,Книги и документацию,<1,<1,36,Да,Нет
1/5/2017 8:35:58,Fortran,Да,OCaml,,"Java, JavaScript, PHP, Python, C++, C, R, Unix Shell, Haskell",Scala,"Java, C, OCaml",Нет,,Книги и документацию,10+,<1,44,Нет,Да
