Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/2/2019 10:27:37,Java,Так/Да,Groovy,,,Groovy,Java,Ні / Нет,,Офлайн-курси // Офлайн-курсы,2,1,25,Так /  Да,Так  / Да
1/2/2019 10:27:42,Pascal/Delphi,Так/Да,Go,,Ruby,Go,"Ruby, Go, Rust",Так / Да,Haskell,Книги та документацію // Книги и документацию,5,2,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:27:45,Pascal/Delphi,Так/Да,Ruby,,"JavaScript, Unix Shell, Go",Go,Ruby,Ні / Нет,,Книги та документацію // Книги и документацию,7,7,30,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:27:54,Pascal/Delphi,Так/Да,PHP,,JavaScript,Python,Python,Так / Да,Go,Книги та документацію // Книги и документацию,5,5,34,Так /  Да,Ні / Нет
1/2/2019 10:27:59,Pascal/Delphi,Так/Да,PHP,,Python,Python,Python,Так / Да,Python,,3,3,30,Так /  Да,Ні / Нет
1/2/2019 10:28:18,C,Так/Да,Python,,"JavaScript, TypeScript, PL-SQL",Python,"JavaScript, Python",Так / Да,Go,Книги та документацію // Книги и документацию,3,2,22,Ні / Нет,Так  / Да
1/2/2019 10:28:23,Pascal/Delphi,Так/Да,C#,,"JavaScript, PL-SQL, T-SQL",C#,"JavaScript, C#",Так / Да,TypeScript,Книги та документацію // Книги и документацию,17,10,36,Так /  Да,Так  / Да
1/2/2019 10:28:28,C++,Так/Да,C++,,"Java, Go",Java,"Java, C++",Так / Да,Java,Книги та документацію // Книги и документацию,6,6,27,Так /  Да,Ні / Нет
1/2/2019 10:28:41,JavaScript,Ні/Нет,,C#,C++,Ruby,"PHP, Ruby",Так / Да,Java,,3,1,34,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:28:42,Pascal/Delphi,Так/Да,C++,,"Unix Shell, Java, C",Java,"C++, C",Так / Да,Rust,Книги та документацію // Книги и документацию,3,3,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:28:44,C,Так/Да,JavaScript,,"Java, TypeScript, Objective-C",JavaScript,JavaScript,Так / Да,Java,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:28:45,C++,Так/Да,PHP,,"JavaScript, Unix Shell",PHP,"JavaScript, PHP",Так / Да,Rust,Книги та документацію // Книги и документацию,6,6,27,Так /  Да,Так  / Да
1/2/2019 10:29:00,Pascal/Delphi,Так/Да,Java,,Groovy,Java,Scala,Так / Да,Haskell,Книги та документацію // Книги и документацию,20,4,41,Ні / Нет,Не пам'ятаю /  Не помню
1/2/2019 10:29:07,Basic,Так/Да,JavaScript,,"Unix Shell, PL-SQL, T-SQL",Java,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,1,25,Так /  Да,Так  / Да
1/2/2019 10:29:13,Pascal/Delphi,Так/Да,Go,,JavaScript,Go,,Так / Да,PHP,Книги та документацію // Книги и документацию,1,1,22,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:29:24,Basic,Так/Да,Swift,,Kotlin,Swift,Swift,,,Онлайн-курси // Онлайн-курсы,6,2,47,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:29:32,С#,Так/Да,C#,,"JavaScript, C#, T-SQL",C#,C#,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1,1,24,Так /  Да,Ні / Нет
1/2/2019 10:29:38,Basic,Так/Да,C#,,JavaScript,C#,C#,Так / Да,JavaScript,Книги та документацію // Книги и документацию,10,10,39,Так /  Да,Так  / Да
1/2/2019 10:29:38,C++,Так/Да,TypeScript,,JavaScript,TypeScript,JavaScript,Так / Да,,Книги та документацію // Книги и документацию,0.3,0.3,19,Так /  Да,Ні / Нет
1/2/2019 10:29:46,Pascal/Delphi,Так/Да,Java,,"JavaScript, Python, Go",Java,JavaScript,Ні / Нет,Julia,Онлайн-курси // Онлайн-курсы,3,1,33,Так /  Да,Ні / Нет
1/2/2019 10:29:46,Java,Ні/Нет,,"Java, Groovy",,Groovy,,Ні / Нет,,Книги та документацію // Книги и документацию,2,2,35,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:29:49,С#,Так/Да,JavaScript,,"JavaScript, Go, TypeScript, PL-SQL",Go,"JavaScript, Go, TypeScript",Так / Да,Go,Книги та документацію // Книги и документацию,5,5,30,Так /  Да,Так  / Да
1/2/2019 10:29:51,Pascal/Delphi,Так/Да,TypeScript,,JavaScript,TypeScript,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,5,5,30,Так /  Да,Так  / Да
1/2/2019 10:29:53,Pascal/Delphi,Так/Да,C#,,"JavaScript, T-SQL",C#,C#,Так / Да,Go,Книги та документацію // Книги и документацию,12,12,32,Ні / Нет,Не пам'ятаю /  Не помню
1/2/2019 10:30:06,Java,Так/Да,Java,,Python,Java,"Java, JavaScript, Scala",Так / Да,Scala,Книги та документацію // Книги и документацию,3,3,32,Ні / Нет,
1/2/2019 10:30:06,С#,Ні/Нет,,"JavaScript, C#","TypeScript, T-SQL",C#,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,3,26,Так /  Да,Так  / Да
1/2/2019 10:30:08,Basic,Так/Да,SQL,,"JavaScript, Unix Shell, Python, SQLScript",Go,Python,Так / Да,Go,Книги та документацію // Книги и документацию,19,15,44,Ні / Нет,Так  / Да
1/2/2019 10:30:11,Basic,Так/Да,TypeScript,,"JavaScript, Unix Shell",TypeScript,,Так / Да,Go,Книги та документацію // Книги и документацию,10,3,36,Так /  Да,Так  / Да
1/2/2019 10:30:11,Pascal/Delphi,Так/Да,TypeScript,,JavaScript,TypeScript,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,6,2,25,Так /  Да,Ні / Нет
1/2/2019 10:30:13,Pascal/Delphi,Так/Да,Java,,"Go, Elixir",Java,Java,Так / Да,Go,Книги та документацію // Книги и документацию,,,,,Ні / Нет
1/2/2019 10:30:15,C,Так/Да,Scala,,"Java, Go",Scala,Haskell,Так / Да,OCaml,Книги та документацію // Книги и документацию,9,2,30,Так /  Да,Так  / Да
1/2/2019 10:30:15,Java,Так/Да,TypeScript,,"JavaScript, Java",TypeScript,,Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,5,1,41,Так /  Да,Так  / Да
1/2/2019 10:30:20,Java,Так/Да,Java,,"JavaScript, Unix Shell, PL-SQL",Python,,Так / Да,Python,Книги та документацію // Книги и документацию,7,7,30,Так /  Да,Так  / Да
1/2/2019 10:30:30,Pascal/Delphi,Так/Да,Python,,"C++, Pascal/Delphi",C++,Python,,,Онлайн-курси // Онлайн-курсы,2,1,16,Так /  Да,Ні / Нет
1/2/2019 10:30:34,Basic,Так/Да,PHP,,"JavaScript, Unix Shell, Python, C",PHP,PHP,Так / Да,Nim,Книги та документацію // Книги и документацию,20,19,38,Так /  Да,Так  / Да
1/2/2019 10:30:42,Pascal/Delphi,Так/Да,Brightscript,,"JavaScript, C++",Kotlin,"JavaScript, ActionScript",Так / Да,Python,Книги та документацію // Книги и документацию,10,1,35,Так /  Да,Ні / Нет
1/2/2019 10:30:56,1C,Так/Да,C#,,JavaScript,C#,TypeScript,Так / Да,TypeScript,Книги та документацію // Книги и документацию,6,3,30,Так /  Да,Так  / Да
1/2/2019 10:31:00,Basic,Так/Да,Java,,"JavaScript, Java, C#, Pascal/Delphi",C#,Pascal/Delphi,Так / Да,JavaScript,Книги та документацію // Книги и документацию,18,4,42,Так /  Да,Ні / Нет
1/2/2019 10:31:28,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,,Ні / Нет,,Книги та документацію // Книги и документацию,2,2,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:31:34,C++,Так/Да,JavaScript,,Python,JavaScript,,Так / Да,Rust,Книги та документацію // Книги и документацию,,1,21,Так /  Да,Ні / Нет
1/2/2019 10:31:38,Pascal/Delphi,Так/Да,Ruby,,"JavaScript, R",JavaScript,"JavaScript, Ruby, TypeScript",,,Онлайн-курси // Онлайн-курсы,13,3,33,Ні / Нет,Ні / Нет
1/2/2019 10:31:38,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,PHP,Так / Да,JavaScript,Книги та документацію // Книги и документацию,3,4,25,Так /  Да,Ні / Нет
1/2/2019 10:31:38,Java,Так/Да,Kotlin,,,Kotlin,"Java, Kotlin",Ні / Нет,,Книги та документацію // Книги и документацию,3,1,32,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:31:38,Pascal/Delphi,Так/Да,Python,,JavaScript,R,Python,Ні / Нет,,Онлайн-курси // Онлайн-курсы,5,4,27,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:31:38,Pascal/Delphi,Так/Да,C,,"C++, xml",C++,"Python, C++",Ні / Нет,,Книги та документацію // Книги и документацию,5,2,27,Ні / Нет,Ні / Нет
1/2/2019 10:31:41,Pascal/Delphi,Так/Да,Java,,"JavaScript, TypeScript",Java,"Java, TypeScript",Ні / Нет,,,7,5,29,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:31:51,PHP,Так/Да,Ruby,,JavaScript,Ruby,,Ні / Нет,,,4,3,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:31:51,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, Unix Shell, PHP, TypeScript",JavaScript,"JavaScript, PHP, TypeScript",Так / Да,Python,Онлайн-курси // Онлайн-курсы,4,4,37,Так /  Да,Ні / Нет
1/2/2019 10:32:11,Objective-C,Так/Да,Swift,,Objective-C,Swift,"Swift, Objective-C",,,Книги та документацію // Книги и документацию,2,1,27,Так /  Да,Ні / Нет
1/2/2019 10:32:26,Basic,Так/Да,PHP,,JavaScript,Go,,Так / Да,Go,Онлайн-курси // Онлайн-курсы,7,6,27,Так /  Да,Ні / Нет
1/2/2019 10:32:27,Java,Так/Да,Dart,,"JavaScript, Java, Kotlin",Dart,"Java, Kotlin, Dart",Так / Да,Swift,Книги та документацію // Книги и документацию,7,0.5,28,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:32:33,C,Ні/Нет,,"JavaScript, C#, TypeScript, T-SQL","T-SQL, R",C#,"JavaScript, C#",Ні / Нет,,,,,24,Так /  Да,Так  / Да
1/2/2019 10:32:55,Basic,Так/Да,C#,,"JavaScript, TypeScript",C#,"JavaScript, C#, TypeScript, T-SQL",Так / Да,Python,Онлайн-курси // Онлайн-курсы,,,,Так /  Да,Так  / Да
1/2/2019 10:32:58,С#,Так/Да,TypeScript,,"JavaScript, Go",TypeScript,"C#, TypeScript",Так / Да,Go,Книги та документацію // Книги и документацию,4.5,4,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:33:00,C++,Так/Да,C++,,"Unix Shell, Python",Rust,C++,Так / Да,Rust,Книги та документацію // Книги и документацию,2,2,21,Так /  Да,Так  / Да
1/2/2019 10:33:14,Pascal/Delphi,Так/Да,JavaScript,,C#,TypeScript,"JavaScript, TypeScript",Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,1.3,1.3,21,Так /  Да,Ні / Нет
1/2/2019 10:33:15,Pascal/Delphi,Так/Да,C++,,"Unix Shell, Python, SQL",C++,,Так / Да,Scala,Книги та документацію // Книги и документацию,5.5,3,27,Ні / Нет,Так  / Да
1/2/2019 10:33:32,JavaScript,Так/Да,TypeScript,,"JavaScript, PHP, TypeScript",TypeScript,,Ні / Нет,,,3,2,29,Так /  Да,Так  / Да
1/2/2019 10:33:33,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP, Python",Так / Да,Python,Книги та документацію // Книги и документацию,7,7,30,Так /  Да,Так  / Да
1/2/2019 10:33:33,Pascal/Delphi,Так/Да,PHP,,JavaScript,Python,,Ні / Нет,,,2,3,22,Так /  Да,Так  / Да
1/2/2019 10:33:36,Pascal/Delphi,Так/Да,Scala,,"Unix Shell, Java",Scala,"Java, Python, C++, Scala, Groovy",Так / Да,Kotlin,Онлайн-курси // Онлайн-курсы,0.5,0.5,19,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:33:44,Java,Так/Да,C#,,"JavaScript, Java, Scala",C#,"Java, C#",Так / Да,JavaScript,Книги та документацію // Книги и документацию,4,3,35,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:33:52,Pascal/Delphi,Так/Да,Java,,"JavaScript, C",Java,,Ні / Нет,,,8,2,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:34:03,Basic,Так/Да,Java,,,Java,,Так / Да,Python,Онлайн-курси // Онлайн-курсы,7,5,29,Так /  Да,Так  / Да
1/2/2019 10:34:06,Pascal/Delphi,Так/Да,Java,,"Unix Shell, C#, Python, Perl",Java,"Java, Python",Ні / Нет,,Книги та документацію // Книги и документацию,11,8,30,Так /  Да,Так  / Да
1/2/2019 10:34:09,С#,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,C#,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,6,6,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:34:32,Java,Так/Да,Java,,"Unix Shell, Python, Scala, PL-SQL, T-SQL",Java,"Java, Python",Так / Да,Go,Книги та документацію // Книги и документацию,5,3,35,Так /  Да,Ні / Нет
1/2/2019 10:34:33,Python,Так/Да,Python,,Unix Shell,Python,Python,Так / Да,Go,Онлайн-курси // Онлайн-курсы,5,2,34,Так /  Да,Так  / Да
1/2/2019 10:34:38,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Python, T-SQL",Python,"C#, PHP, Python, C++, T-SQL",Ні / Нет,,Офлайн-курси // Офлайн-курсы,2,2,23,Так /  Да,Ні / Нет
1/2/2019 10:34:41,Python,Так/Да,PHP,,JavaScript,JavaScript,,Так / Да,Java,Книги та документацію // Книги и документацию,2,2,21,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:34:43,PHP,Так/Да,JavaScript,,TypeScript,JavaScript,JavaScript,Ні / Нет,,Книги та документацію // Книги и документацию,6,5,26,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:34:48,Pascal/Delphi,Так/Да,PHP,,"JavaScript, TypeScript",Python,PHP,Ні / Нет,,Книги та документацію // Книги и документацию,2,2,23,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:34:52,Java,Так/Да,Python,,JavaScript,Python,,Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,6,4,29,Так /  Да,Ні / Нет
1/2/2019 10:34:59,C++,Так/Да,PHP,,"JavaScript, Python",Python,"C#, Python",Ні / Нет,,Книги та документацію // Книги и документацию,4,3,29,Так /  Да,Ні / Нет
1/2/2019 10:35:00,Pascal/Delphi,Так/Да,Java,,,Java,,Ні / Нет,,Книги та документацію // Книги и документацию,7,8,28,Так /  Да,Так  / Да
1/2/2019 10:35:07,C++,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP, C++",Так / Да,Ruby,Книги та документацію // Книги и документацию,2,2,21,Так /  Да,Ні / Нет
1/2/2019 10:35:26,C,Так/Да,Python,,"JavaScript, Unix Shell, PL-SQL",Python,"Python, C",Так / Да,Go,Онлайн-курси // Онлайн-курсы,8,5,29,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 10:35:31,Pascal/Delphi,Так/Да,PHP,,JavaScript,Java,Java,Так / Да,Java,Книги та документацію // Книги и документацию,7,7,33,Так /  Да,Так  / Да
